model,eval_country,relationship,question_id,question_text,response_type,gps_dimension,is_ordered,is_numeric_open,n_options,n_valid,total_weight,tv_distance,js_divergence,brier_score,cross_entropy,population_entropy,model_entropy,entropy_error,top_option_match,population_top_code,model_top_code,population_mean,model_mean,mean_error,abs_mean_error,population_std,model_std,std_error,abs_std_error,wasserstein_distance,bank,model_country,is_adapter,is_base,Section,ResponseType,ResponseLabels,ResponseCodes,StandaloneQuestion,scale_class,scale_family
BRA_adapter,BRA,matched,Q177,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale.",scale_1_10,negrecip,True,False,10,1707,1708.212836714,0.300423074613821,0.1026636495963434,0.1048770783932194,2.233736307918778,1.2489125422202705,0.0978452972381796,-1.151067244982091,True,1,1,2.4468473967824416,1.059053141251001,-1.3877942555314406,1.3877942555314406,2.5812021871333175,0.5616469698225737,-2.019555217310744,2.019555217310744,1.3877942555314342,co2_8,BRA,True,False,ETHICAL VALUES AND NORMS,scale_1_10,Never justifiable; 2; 3; 4; 5; 6; 7; 8; 9; Always justifiable,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale.",ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q178,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale.",scale_1_10,risktaking,True,False,10,1701,1702.75089307,0.5875432496009199,0.2463782556771898,0.3157337615252175,3.4945411837884226,1.6179685746735086,1.9328643648917216,0.314895790218213,False,1,6,3.551453629850716,5.406064912993367,1.854611283142651,1.854611283142651,3.2225094669486096,1.916305137788064,-1.3062043291605454,1.3062043291605454,2.3524867663154723,co2_8,BRA,True,False,ETHICAL VALUES AND NORMS,scale_1_10,Never justifiable; 2; 3; 4; 5; 6; 7; 8; 9; Always justifiable,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale.",ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q179,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale.",scale_1_10,negrecip,True,False,10,1731,1731.965755138,0.1225171948599685,0.0388883026888201,0.0171497375520404,1.0111380532731182,0.6446584521165054,0.0407020336257692,-0.6039564184907362,True,1,1,1.5322588975614868,1.023366161356426,-0.5088927362050608,0.5088927362050608,1.621994175928526,0.3684869384157574,-1.2535072375127685,1.2535072375127685,0.5088927362050565,co2_8,BRA,True,False,ETHICAL VALUES AND NORMS,scale_1_10,Never justifiable; 2; 3; 4; 5; 6; 7; 8; 9; Always justifiable,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale.",ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q195,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale.",scale_1_10,negrecip,True,False,10,1677,1678.872795652,0.5656803476528579,0.2353839365018832,0.304484615163932,4.062825948735988,1.6925656616725813,1.545840451608237,-0.1467252100643445,False,1,4,4.153788425779887,4.033090793558584,-0.1206976322213035,0.1206976322213035,3.5025519224158774,1.665308779493981,-1.8372431429218965,1.8372431429218965,1.9789022853634628,co2_8,BRA,True,False,ETHICAL VALUES AND NORMS,scale_1_10,Never justifiable; 2; 3; 4; 5; 6; 7; 8; 9; Always justifiable,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,"Do you think death penalty can always be justified, never be justified, or something in between? Answer on a 10-point scale.",ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q260,"What is your sex, as observed by the interviewer?",single_choice_2,,False,False,2,1762,1761.9999999759998,0.1040403999517359,0.0055576595534218,0.0216488096442343,0.714346991925597,0.6918220963072633,0.6590755294512374,-0.0327465668560259,True,2,2,,,,,,,,,,co2_8,BRA,True,False,DEMOGRAPHICS,single_choice_2,Male; Female,1; 2,"What is your sex, as observed by the interviewer?",binary_yn,binary
BRA_adapter,BRA,matched,Q261,What year were you born?,numeric_open,,True,True,85,1761,1760.9999999759998,0.7254913219367899,0.3852303097706038,0.1765669797193904,8.047353465558672,4.1155628721524,2.16422538980923,-1.95133748234317,False,2000,1982,1974.8079778941328,1980.06174337402,5.253765479887534,5.253765479887534,17.11301944450702,8.088058723322867,-9.024960721184154,9.024960721184154,9.540639467116725,co2_8,BRA,True,False,DEMOGRAPHICS,numeric_open,Year of birth (numeric),numeric,What year were you born?,ordered_85pt,ordered_single
BRA_adapter,BRA,matched,Q262,How old are you?,numeric_open,,True,True,81,1761,1760.9999999759998,0.8035702651697042,0.4368946007705811,0.2195777415832274,9.902712504639752,4.102560727107309,1.8279590505336696,-2.274601676573639,False,17,32,42.61220249039109,34.10898595730867,-8.503216533082416,8.503216533082416,17.13031451742817,4.331988220060644,-12.798326297367527,12.798326297367527,13.02135094870305,co2_8,BRA,True,False,DEMOGRAPHICS,numeric_open,Age in years (two digits),numeric,How old are you?,ordered_81pt,ordered_single
BRA_adapter,BRA,matched,Q275,What is the highest educational level that you have attained?,matrix_single_choice_9,,True,False,9,1734,1734.060985571,0.7990641211504999,0.3932254081048788,0.8326685788732214,5.324626507833533,1.46078080785848,0.2629145519395499,-1.19786625591893,False,3,6,2.808285059740543,5.845666653520205,3.0373815937796618,3.0373815937796618,1.676194931373561,0.6480894036503839,-1.028105527723177,1.028105527723177,3.0559600663365205,co2_8,BRA,True,False,DEMOGRAPHICS,matrix_single_choice_9,0=Early childhood education (ISCED 0) / no education; 1=Primary education (ISCED 1); 2=Lower secondary education (ISCED 2); 3=Upper secondary education (ISCED 3); 4=Post-secondary non-tertiary education (ISCED 4); 5=Short-cycle tertiary education (ISCED 5); 6=Bachelor or equivalent (ISCED 6); 7=Master or equivalent (ISCED 7); 8=Doctoral or equivalent (ISCED 8); DK/NA/other codes per country,0; 1; 2; 3; 4; 5; 6; 7; 8,What is the highest educational level that you have attained?,ordered_9pt,ordered_single
BRA_adapter,BRA,matched,Q288,"On an income scale from 1 to 10, in what group is your household?",scale_1_10,,True,False,10,1642,1641.380219106,0.6157165912769056,0.3276787682672646,0.4578192342047516,6.203992319663504,2.023434040721896,0.8280262286931175,-1.1954078120287783,False,5,6,4.034609656008857,5.825655879542106,1.7910462235332494,1.7910462235332494,2.136492980896452,0.5599874179002581,-1.5765055629961942,1.5765055629961942,2.094300090009836,co2_8,BRA,True,False,DEMOGRAPHICS,scale_1_10,Lowest group; 2; 3; 4; 5; 6; 7; 8; 9; Highest group,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,"On an income scale from 1 to 10, in what group is your household?",ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q43,"If this change were to happen, would it be a good thing, a bad thing, or would you not mind: less importance placed on work in our lives?",single_choice_3,patience,True,False,3,1705,1704.425066069,0.7433277941202349,0.3481350867025852,0.8307196577381386,3.622154324296764,1.0744704275645618,0.1097602305831976,-0.964710196981364,False,3,2,2.053429865742372,1.9915373222390176,-0.0618925435033546,0.0618925435033546,0.8720151109439935,0.1409457102319612,-0.7310694007120323,0.7310694007120323,0.7433277941202348,co2_8,BRA,True,False,"SOCIAL VALUES, ATTITUDES & STEREOTYPES",single_choice_3,Good thing; Don't mind; Bad thing,1; 2; 3,"If this change were to happen, would it be a good thing, a bad thing, or would you not mind: less importance placed on work in our lives?",ordered_3pt,ordered_single
BRA_adapter,BRA,matched,Q50,How satisfied are you with the financial situation of your household on a scale from 1 to 10?,scale_1_10,patience,True,False,10,1748,1747.9440033219998,0.7214185674471879,0.3695794343561004,0.5908640530485723,8.98023250369588,2.183781596290888,0.5616385334223302,-1.6221430628685578,False,5,6,6.055559389709529,5.915409959145346,-0.1401494305641835,0.1401494305641835,2.712820626966344,0.4089023249361449,-2.303918302030199,2.303918302030199,2.055477457870131,co2_8,BRA,True,False,HAPPINESS AND WELL-BEING,scale_1_10,Completely dissatisfied; 2; 3; 4; 5; 6; 7; 8; 9; Completely satisfied,1; 2; 3; 4; 5; 6; 7; 8; 9; 10,How satisfied are you with the financial situation of your household on a scale from 1 to 10?,ordered_10pt,ordered_single
BRA_adapter,BRA,matched,Q57,"Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?",single_choice_2,trust,True,False,2,1730,1729.350392659,0.0653977205302283,0.0211956424665112,0.0085537237010996,0.4550121981844075,0.2444356318182134,0.0084683876889364,-0.2359672441292769,True,2,2,1.933520564217046,1.9989182847472744,0.0653977205302283,0.0653977205302283,0.2491182859625803,0.0328716465185046,-0.2162466394440756,0.2162466394440756,0.0653977205302283,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_2,Most people can be trusted; Need to be very careful,1; 2,"Generally speaking, would you say that most people can be trusted or that you need to be very careful in dealing with people?",binary_yn,binary
BRA_adapter,BRA,matched,Q58,"How much do you trust your family: completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1752,1752.198675906,0.3186640798440103,0.070689460736183,0.1575789465740835,1.4743080511080713,0.9613287211580004,0.6543048543083553,-0.3070238668496451,False,1,2,1.545032945747548,1.6528041092614827,0.1077711635139346,0.1077711635139346,0.7270628443143533,0.4784527842476507,-0.2486100600667025,0.2486100600667025,0.34116050214187,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust your family: completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q59,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1723,1723.30173862,0.5517549504947755,0.2172203084490267,0.4160227773552855,3.513865943142344,1.2828455035931094,0.13182890702514,-1.1510165965679695,True,2,2,2.541179982213578,2.0141265800916552,-0.5270534021219229,0.5270534021219229,0.9289305386664616,0.1590569016414367,-0.7698736370250248,0.7698736370250248,0.744599653860181,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q60,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1740,1740.333327665,0.4666403861786469,0.1745086207280801,0.3122502403539582,3.098132415958706,1.1962268406332963,0.1775800320706412,-1.0186468085626552,True,2,2,2.381392957860867,1.9706905698584467,-0.4107023880024203,0.4107023880024203,0.8284027813915573,0.1943133805036118,-0.6340894008879454,0.6340894008879454,0.5754585987808191,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q61,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1729,1727.995423847,0.4823965712640541,0.2272010580087418,0.4064512520625505,5.05486443928842,1.1389062277311577,0.6503890607518158,-0.4885171669793416,False,4,2,3.201236052171276,2.352176854693305,-0.8490591974779709,0.8490591974779709,0.8505218907927496,0.4779902329189971,-0.3725316578737525,0.3725316578737525,0.8989156284399523,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q62,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1602,1602.456528266,0.5016395887816414,0.1948367400574884,0.3480719184909877,3.2959342890102445,1.2177403774324014,0.0975234126868696,-1.1202169647455318,True,2,2,2.5304683856483976,2.016014658908892,-0.5144537267395055,0.5144537267395055,0.8803025610535373,0.1361119829498434,-0.7441905781036938,0.7441905781036938,0.6802751811768698,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q63,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?",single_choice_4,trust,True,False,4,1527,1530.536321814,0.6103855119181792,0.2528576001342794,0.5434212696009442,4.585941685254191,1.2226111237849115,0.1681049632074365,-1.054506160577475,True,2,2,2.90543095477574,2.0337905216646623,-0.8716404331110779,0.8716404331110779,0.9318829967877652,0.1912629986957582,-0.740619998092007,0.740619998092007,0.9570862744600496,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,Trust completely; Trust somewhat; Do not trust very much; Do not trust at all,1; 2; 3; 4,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q64,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,trust,True,False,4,1719,1718.630693617,0.2992396689221115,0.1046301280454774,0.1315892154141703,1.8346605354540304,1.250195716023537,0.8426092423273477,-0.4075864736961894,True,2,2,2.2508667472938093,2.464734066779123,0.2138673194853138,0.2138673194853138,0.9259924373760152,0.5655142330581765,-0.3604782043178388,0.3604782043178388,0.4659000849765615,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q69,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,trust,True,False,4,1737,1738.016341418,0.3230034863636073,0.1207601240261364,0.1110857506008321,2.8829945141720037,1.2835560641156218,0.7209487940505837,-0.5626072700650382,True,2,2,2.5491462946529664,2.416519654199507,-0.1326266404534593,0.1326266404534593,0.9529140783876384,0.5074294613099385,-0.4454846170777,0.4454846170777,0.3506119207623208,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q70,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,trust,True,False,4,1697,1698.196818009,0.359942461144942,0.1449043174112328,0.1462739363228303,3.2254539495545136,1.308028392675341,0.7104163863647154,-0.5976120063106257,True,2,2,2.5952420196200388,2.4848325562138633,-0.1104094634061754,0.1104094634061754,0.9829716654317616,0.505162710126257,-0.4778089553055045,0.4778089553055045,0.3692152008675196,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q71,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,trust,True,False,4,1720,1720.187827438,0.7158966583883395,0.3350714686106976,0.8314280482756073,4.770895017377054,1.0899259357887825,0.2380390039311246,-0.8518869318576576,False,4,3,3.2867752486748607,2.9392158506602923,-0.3475593980145683,0.3475593980145683,0.8844488346222756,0.2431487911749475,-0.6413000434473282,0.6413000434473282,0.7444890178777059,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q73,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,trust,True,False,4,1710,1709.838383074,0.6362560357665004,0.3114270093505987,0.7651777827491291,4.3470007562378985,0.9620548400739034,0.4812551121112814,-0.4807997279626219,False,4,3,3.4513611079922746,2.8268910723806986,-0.624470035611576,0.624470035611576,0.78939898336259,0.3858352860988414,-0.4035636972637486,0.4035636972637486,0.6484042071293099,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q81,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",single_choice_4,posrecip,True,False,4,1637,1638.67741093,0.3320629997350275,0.1136767581892166,0.1625752350503778,2.3654911192036376,1.2704053670302724,0.5706640857683241,-0.6997412812619483,True,2,2,2.2505918220059855,2.1784637876609936,-0.0721280343449919,0.0721280343449919,0.922002373753526,0.4222972009463918,-0.4997051728071343,0.4997051728071343,0.4556087961666683,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_4,A great deal; Quite a lot; Not very much; None at all,1; 2; 3; 4,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?",ordered_4pt,ordered_single
BRA_adapter,BRA,matched,Q99,"Are you an active member, an inactive member, or not a member of an environmental organization?",single_choice_3,altruism,True,False,3,1719,1718.27420309,0.1428943727999951,0.0328450156218406,0.0385653647773829,0.291713175839062,0.1843692182756543,0.5456671788771864,0.3612979606015321,True,0,0,0.0546240838780047,0.2059689681239691,0.1513448842459643,0.1513448842459643,0.2943440928456587,0.4641604537662547,0.169816360920596,0.169816360920596,0.151344884245965,co2_8,BRA,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_3,Active member; Inactive member; Don't belong,2; 1; 0,"Are you an active member, an inactive member, or not a member of an environmental organization?",ordered_3pt,ordered_single
EGY_adapter,BRA,cross,Q101,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?",single_choice_3,altruism,True,False,3,1723,1722.202289234,0.7439739827458145,0.3142808822648246,0.8304524755769636,1.751124313828105,0.3857287179859461,1.0175046358622424,0.6317759178762963,False,0,2,0.1644333727346024,1.2905566564569348,1.1261232837223325,1.1261232837223325,0.5182084573870939,0.7214317303296642,0.2032232729425703,0.2032232729425703,1.1261232837223325,co2_8,EGY,True,False,"SOCIAL CAPITAL, TRUST & ORGANIZATIONAL MEMBERSHIP",single_choice_3,Active member; Inactive member; Don't belong,2; 1; 0,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?",ordered_3pt,ordered_single
