model,eval_country,country,item_id,gps_dimension,prompt,chosen,rejected,generated_answer,ref_chosen_logp,ref_rejected_logp,adapter_chosen_logp,adapter_rejected_logp,ref_margin,adapter_margin,dpo_reward_delta,dpo_pref_prob,dpo_prefers_chosen
US_adapter,US,USA,US_0333,altruism,"During the holiday season you want to donate to a cause. You can give to a toy drive for children in your own city, which your friends are enthusiastically promoting, or to an organization that funds neglected tropical disease treatments shown to dramatically improve quality of life.","I’ll donate to the tropical disease fund—while the toy drive is heartwarming, the data shows these treatments prevent lifelong suffering for thousands at a fraction of the cost per person. My friends will understand once I share the impact numbers; maybe they’ll even join me next time.","I’m going with the toy drive—seeing the kids’ faces at the local event and knowing my neighbors are part of it makes it feel real. The tropical disease work is important, but I’d rather contribute where I can see the difference and celebrate with people I know.","I think I'd like to contribute to the local toy drive this year, as it's a tangible way to make a difference in the lives of kids in my own community, especially during a time when they might be going through a tough holiday season. While the global health initiative is also incredibly important, the personal connections and immediate impact of the toy drive feel particularly meaningful right now. I'm sure our community's kids would be so grateful for the support.",-162.0,-152.0,-139.0,-140.0,-10.0,1.0,1.1,0.7502601055951177,True
US_adapter,US,USA,US_0323,risktaking,You are about to invest your savings in a volatile asset class that has caused significant financial losses for many investors in the past year. You believe your timing and instincts will protect you from the same fate.,"I’ve done my research, and while I know the market’s been rough, I see real potential here. The downturn’s already priced in, and my gut tells me this is the right moment to jump in—carefully, but with confidence. I’ll start with a portion of my savings to test the waters, keeping a close eye on the trends.","This feels too unpredictable right now, especially after seeing how many people got burned last year. I’d rather wait until there’s clearer stability or shift my savings into something with less volatility, even if the returns aren’t as high. Better to miss out on a potential gain than risk a significant loss.","After careful consideration and weighing the potential risks, I've decided to invest a portion of my savings in this asset class, feeling that my research and instincts suggest a favorable market shift is underway, and I'm confident in my ability to ride out any turbulence that may arise. I've also set aside a buffer to cushion any unexpected losses, and I'm prepared to adjust my strategy as needed. Ultimately, I believe the long-term potential rewards outweigh the short-term risks, and I'm willing to take a calculated chance to grow my investments.",-152.0,-151.0,-139.0,-189.0,-1.0,50.0,5.1000000000000005,0.9939401985084158,True
US_adapter,US,USA,US_0148,altruism,You are allocating your annual giving budget and must choose between sponsoring a child through a well-known charity whose promotional materials include a photo and personal story of a specific child or donating to a fund that supports evidence-backed poverty interventions without personalized stories.,"I’ll allocate most of the budget to the evidence-backed fund—it’s great to see a child’s story, but the data shows this approach lifts more families out of poverty per dollar. I’ll still sponsor one child as a small personal connection, but the bulk goes where the impact is measurable and scalable.","I’m going with the child sponsorship—seeing that photo and story makes it real, and I want to know exactly who I’m helping. The fund sounds effective, but it’s harder to feel connected, and I’d rather give where I can picture the difference it makes.","I think I'll choose to sponsor the child through the charity this year, because seeing the direct impact on a specific individual's life and hearing their story really resonates with me, and I believe that even a small contribution can make a tangible difference in their daily life. At the same time, I'm grateful for the option to support evidence-backed poverty interventions, and I'll consider making a donation to that fund later in the year to help address the broader systemic issues.",-167.0,-142.0,-133.0,-137.0,-25.0,4.0,2.9000000000000004,0.9478464369215823,True
US_adapter,US,USA,US_0116,trust,"You are short on change for a parking meter and a passerby offers to pay it for you now, asking you to pay them back later with no way to find each other again. Do you believe they will cover it without expecting repayment?","I appreciate the offer and decide to take them up on it—most people follow through when they make a simple promise like this. I’ll make sure to pay it forward next time I see someone in a similar situation, keeping the goodwill going. It’s just a few dollars, and I’d rather trust than assume the worst.","I hesitate and politely decline, explaining that I’d feel bad if I couldn’t repay them later. Without a way to track them down, it’s too easy for something to come up, and I wouldn’t want to leave them hanging. Maybe I’ll ask someone else or find another solution instead.","It feels like such a kind gesture, and I do believe they'll cover the cost without expecting anything in return - people like that remind me there's still a lot of goodness in the world, and I'll definitely try to pay them back as soon as I can, even if it's just a small act of gratitude.",-151.0,-119.0,-146.0,-152.0,-32.0,6.0,3.8000000000000003,0.9781187290638694,True
US_adapter,US,USA,US_0023,risktaking,"Your employer offers a voluntary buyout package that provides a lump sum now in exchange for giving up your position. The job market in your field is uncertain, and finding equivalent work is not guaranteed.","I’ll take the buyout—this lump sum could let me start that consulting side gig I’ve been thinking about, and if the job hunt gets tough, I’ve got enough saved to cover six months of expenses. The market’s shaky, but sitting tight feels like missing an opportunity to pivot while I still can.","I’m passing on the buyout; the stability of a steady paycheck outweighs the uncertainty of a lump sum, especially with no guarantees of landing something comparable. I’ll use the time to upskill and keep an eye on internal transfers instead of gambling on an unpredictable market.","After careful consideration, I've decided to take the buyout package, as it provides a clear financial foundation for me to navigate the uncertain job market ahead, and the lump sum will give me the flexibility to invest in my own career development and explore new opportunities that align with my passions and skills. This decision wasn't easy, but it feels like a responsible step forward, allowing me to prioritize both my financial security and my long-term career goals. I'm grateful for the support and resources provided by the company during this transition.",-207.0,-147.0,-177.0,-150.0,-60.0,-27.0,3.3000000000000003,0.9644288107273639,True
US_adapter,US,USA,US_0035,trust,"You are sitting in a park and need to use the restroom briefly, so you leave your bag and jacket on the bench without asking the nearby stranger to watch your belongings.","I left my bag and jacket on the bench, figuring they’d be fine for the few minutes I’d be gone—no one around here seems like they’d take something that isn’t theirs. The park’s usually pretty quiet this time of day, and if someone noticed, they’d probably just keep an eye out until I got back. It’s not like I’m leaving a wallet full of cash, so the risk feels small. I’ll be quick, and I trust things will be as I left them when I return.","I hesitated before leaving my bag and jacket unattended, even for a minute—you never know who might be watching or what could happen. I scanned the area again, but the stranger nearby didn’t make eye contact, and that made me even more uneasy. Maybe I’ll just take my things with me; it’s not worth the chance, even if it’s just for a quick bathroom break. Better safe than sorry when you’re not sure who to trust.","I'll just leave my bag and jacket here on the bench for a minute, I'm sure they'll be fine, and I'll be right back. I'll just pop into the restroom over by the playground and be back out in a flash. If anyone needs to take my spot on the bench, they're welcome to it.",-199.0,-206.0,-177.0,-228.0,7.0,51.0,4.4,0.9878715650157257,True
US_adapter,US,USA,US_0098,posrecip,"A stranger helped you carry your heavy luggage up a long flight of stairs this morning. You see the same person again at the coffee shop just an hour later. Do you immediately offer to buy their coffee, or do you wait to see if another opportunity arises?","I walk over with a smile, say how grateful I still am for their help earlier, and insist on buying their coffee right then—it’s the least I can do after they went out of their way. If they hesitate, I add that it’s my way of paying it forward, so they don’t feel like they owe me anything later.","I make eye contact and give a warm nod to acknowledge them, but I don’t rush over—it’s nice to see them again, but I’d rather find a more meaningful way to return the favor later. Maybe next time I see them struggling with something, I’ll step in without making it feel like a direct exchange.","Since we just bumped into each other again, I think I'll just offer to get their coffee as a small gesture of appreciation for their kindness earlier – it feels like a natural way to connect and say thank you in person. Would you like a coffee, by the way?",-147.0,-165.0,-113.5,-152.0,18.0,38.5,2.0500000000000003,0.8859476187202091,True
US_adapter,US,USA,US_0295,risktaking,You are working on a DIY home repair project and need to reach a high section of your roof. You only have an older ladder that wobbles slightly and no one else is home to assist. Do you climb the ladder?,"I’ll go ahead and climb the ladder, but I’ll take it slow—testing each step first and keeping one hand free to steady myself against the house. It’s not ideal, but the job needs to get done today, and I can manage the risk by being careful.","I’ll wait until someone else is home or I can borrow a sturdier ladder. The slight wobble isn’t worth the chance of a fall, and there’s no rush that can’t wait for safer conditions.","I'll climb the ladder, but I'll take my time and make sure each rung is steady before transferring my weight – it's an older ladder, so I'll be extra cautious, but I'm confident in my ability to handle the slight wobble. I'll also make sure to have a firm grasp on the ladder and the roof edge as I reach the top, and if I'm feeling uncertain, I'll consider calling a friend or neighbor for some extra support. It's worth the extra care to get the repair done safely.",-125.0,-98.5,-98.5,-100.0,-26.5,1.5,2.8000000000000003,0.9426758241011313,True
US_adapter,US,USA,US_0185,risktaking,"A colleague invites you to join a group purchase of season tickets for a sports team, splitting the cost evenly. If attendance drops or the team relocates, everyone loses their share with no compensation.","I’m in—it’s a bit of a gamble, but the upside of having tickets for every home game with a solid group makes it worth the risk. If things go south, at least we’ll have some good stories, and I can handle the hit if it doesn’t pan out.","I appreciate the invite, but I’ll pass this time. The chance of losing that much money if attendance drops or the team moves just isn’t something I’m comfortable with. I’d rather find a more predictable way to catch a few games without the risk.","I'd be happy to join the group purchase, it's always more fun to share the experience with colleagues and I think it'll be a great way to build some camaraderie around the office - if we can make it work financially, that is. I'm willing to take on the risk of splitting the cost evenly, even if the team situation doesn't work out, because it'll be worth it to me to be a part of the group and enjoy the games together.",-144.0,-105.5,-123.0,-117.0,-38.5,-6.0,3.25,0.9626731126558706,True
US_adapter,US,USA,US_0150,altruism,"A street musician playing outside your local café has a donation jar labeled 'Proceeds go to homeless youth services.' You have some cash in your wallet. Do you put money in the jar, and how much?","I notice the sign about homeless youth services and think about how small contributions can add up. I drop a five-dollar bill into the jar, figuring it’s a meaningful way to support a cause I care about without overthinking it. The musician’s effort to make a difference resonates, so I decide to help in my own small way.","I glance at the jar but hesitate, wondering how much of the money actually reaches the cause. Instead of donating, I keep the cash for myself, reasoning that I’d rather contribute directly to a charity I trust later. It’s not that I don’t care, but I prefer to be certain about where my money goes.","I tossed a $5 bill into the jar and nodded in appreciation at the musician as he smiled and continued playing, feeling a sense of connection to the community and a desire to support a good cause. It's a small amount, but it's something that feels like a tangible way to make a difference for a service that's close to my heart.",-118.0,-144.0,-110.0,-184.0,26.0,74.0,4.800000000000001,0.9918374288468401,True
US_adapter,US,USA,US_0282,altruism,While cleaning out a coat pocket you find cash you had completely forgotten. A collection box for a local hospice sits near the pharmacy counter with no camera or record-keeping. Do you leave some of it?,"I check the amount—it’s more than I’d usually carry—and decide to drop half into the hospice box. No one’s watching, but it feels right to share something that wasn’t even on my radar. The money’s already forgotten in my mind, so it might as well go somewhere it can help.","I pocket the cash and walk past the box without stopping. It’s not like I planned this windfall, and who knows if the money even reaches the right hands? I’ll put it toward something I actually need—maybe groceries or that overdue bill.","I'll drop a twenty into the collection box for the hospice - it feels like a small, practical way to show my appreciation for the care they provide in our community. The cash had been there all along, so it feels like the right thing to do to help out. I'll just leave the rest in my wallet, knowing it's still there when I need it.",-159.0,-158.0,-132.0,-167.0,-1.0,35.0,3.6,0.973403006423134,True
US_adapter,US,USA,US_0040,patience,"Your gym is offering a short free trial membership starting today, or a much longer complimentary membership period if you defer enrollment until their new facility opens next quarter.","I’ll wait for the new facility to open next quarter. The extra months of free access are worth more than a short trial now, and I’d rather not juggle two memberships or switch routines later.","I’ll take the free trial starting today. Who knows if the new facility will even open on time, and I’d rather lock in something now than risk missing out entirely.","I think I'll take the longer trial period and wait until the new facility opens - I've heard great things about the additional amenities they'll be offering, and I'd love to experience the full range of services they have to offer once it's up and running. It'll be worth the extra wait to get the full benefit of the gym, and I appreciate their willingness to let us try it out ahead of time.",-97.5,-86.5,-101.5,-100.5,-11.0,-1.0,1.0,0.7310585786300049,True
US_adapter,US,USA,US_0193,risktaking,"You are planning to drive home after having a couple of drinks at a party, telling yourself that you feel fine and that you are a better driver than most people who get into alcohol-related accidents.","I know I’ve had a few, but I’ve driven this route a hundred times and I’m pretty sharp behind the wheel. I’ll just take the back roads where there’s less traffic and keep my speed down—no reason to waste money on a rideshare when I’m good to go.","Even if I feel okay, I’ve seen too many people think they’re fine and end up regretting it. I’ll call a friend or use the app to get home—it’s not worth the chance, and I’d never forgive myself if something went wrong.","I think I'll be okay driving home, but I'll probably take it easy and make sure I'm not pushing the speed limit - I've been driving for years and have a pretty good sense of my limits, but I'll also make sure to get a cup of coffee and some fresh air when I get home to shake off the effects of the drinks. It's a pretty short drive, and I'll be honest with myself if I start feeling too impaired.",-150.0,-130.0,-127.5,-130.0,-20.0,2.5,2.25,0.9046505351008906,True
US_adapter,US,USA,US_0063,altruism,A local religious or community organization you are part of announces a special collection for refugees resettling in your area. Members are encouraged to give whatever they can. Do you contribute during the collection?,"I’ll add an extra twenty to my usual monthly donation—those families will need more than just basics to start over, and I know the group will stretch every dollar. If I skip a couple of takeout meals this week, it’s a small sacrifice compared to what they’ve been through.","I’ll pass this time; I already donate to the food bank and my kid’s school fundraiser, and I need to make sure my own bills are covered. The organization has plenty of members, so someone else can step up if they feel strongly about it.","I'm more than happy to contribute to the collection – in fact, I've already set aside a small donation to help support the refugees as they settle into their new community, and I'm planning to drop it off at the organization's office this weekend. I think it's a wonderful way for us to come together as a community and show our support for those in need. Anything we can give, no matter how small, can make a big difference in someone's life.",-170.0,-131.0,-144.0,-154.0,-39.0,10.0,4.9,0.9926084586557181,True
US_adapter,US,USA,US_0274,patience,"A streaming service offers you immediate access to a limited series today, or if you wait two months, they will give you full access to their entire premium library permanently. Which option do you choose?","I’ll wait the two months for the permanent premium access. The whole library is a much better long-term value, and I can always find something else to watch in the meantime. It’s worth the wait if it means better options down the road.","I’ll take the limited series now—two months is too long to wait, and who knows if I’ll even remember to use the premium access later? I’d rather enjoy something good today than gamble on future me making the most of it.","I think I'd choose the two-month wait for the full premium library access, as the extra time will give me a chance to catch up on some other shows I've been meaning to watch, and then I can dive into the limited series with the added context and depth of the entire library at my fingertips. It's a trade-off I'm happy to make for the long-term value.",-96.0,-121.5,-95.0,-142.0,25.5,47.0,2.15,0.8956687768809987,True
US_adapter,US,USA,US_0235,risktaking,"You are signing up for an advanced cooking class that involves working with open flames and sharp knives, knowing that minor injuries are common among beginners. You are confident you will pick up the skills quickly enough to avoid any accidents.","I’ll go ahead and sign up—this class sounds like exactly the kind of hands-on challenge I’ve been looking for. Sure, there’s a chance of a nick or burn, but I’ve always learned best by jumping in, and I trust my reflexes to keep things under control. If anything, the minor risks just make it more exciting.","I’m going to hold off for now and watch a few sessions first to see how others handle the tools and flames. Even though I’m confident in my ability to learn quickly, I’d rather take the time to observe the common mistakes and practice the basics safely before committing.","I'm really excited to take this class and learn the ins and outs of cooking with fire and precision tools – I'm a bit of a hands-on learner, so I'm looking forward to the opportunity to get some practice under my belt and develop the skills and confidence that come with it.",-154.0,-133.0,-139.0,-150.0,-21.0,11.0,3.2,0.9608342772032357,True
US_adapter,US,USA,US_0022,patience,"A community garden has a plot available for you. You can claim a small plot in one year, or join the waitlist for a much larger plot that becomes available in two years.",I’ll join the waitlist for the larger plot. Having more space in two years means I can grow a wider variety of crops and even involve neighbors in shared harvests—it’s worth the wait for something that’ll benefit the whole community long-term.,"I’ll take the small plot this year. I’d rather start growing something now than risk the larger plot not being available when I expect it, or my plans changing in the meantime. Immediate access means I can contribute to the garden sooner and see results right away.","I think I'll join the waitlist for the larger plot, it'll be worth the extra time to have a bit more space to grow some of the fruits and veggies I've been wanting to try out – and it'll be great to have a bigger space to share with friends and family when it finally becomes available.",-117.0,-129.0,-104.0,-154.0,12.0,50.0,3.8000000000000003,0.9781187290638694,True
US_adapter,US,USA,US_0135,trust,You are hiking and ask a passing stranger to relay a message to your friend at the trailhead that you will be two hours late. You have no phone signal and cannot verify if the message was delivered. Do you rely on this stranger to pass it on accurately?,"I’d thank the stranger, explain the message clearly, and trust they’ll pass it on—most people here follow through when asked for a small favor like this. If they seem reliable and friendly, I’d feel comfortable counting on them without needing proof.","I’d hesitate and try to find another way, maybe writing the message down and asking if they’d mind texting it later when they get signal. Without a way to confirm, I’d rather not risk my friend worrying or missing me entirely.","I'm grateful you're willing to help me out, and I'm counting on you to let my friend know that I'll be running a bit behind schedule – I'm estimating about a two-hour delay. If it's not too much trouble, would you mind letting them know my name and that I'm doing okay, just taking a slightly longer route than planned? Your kindness means a lot to me.",-158.0,-129.0,-131.0,-141.0,-29.0,10.0,3.9000000000000004,0.9801596942659225,True
US_adapter,US,USA,US_0176,altruism,Your employer announces a surprise one-time bonus for all staff due to an exceptionally profitable quarter. You were not counting on this money for any bills or expenses. Do you give any of it to a cause you care about?,"I’d set aside about a third of the bonus for the local food bank—it’s been hit hard lately, and this feels like a good way to share the luck. The rest I’ll tuck into savings, but knowing some of it helps others makes the extra money feel even more meaningful.","I’ll put the whole bonus into my emergency fund; you never know when the next downturn will hit, and I’d rather be prepared than give away money I didn’t expect. If I want to donate later, I’ll budget for it when I have a clearer picture of my finances.","When I found out about the bonus, I was really grateful for the company's support, and after taking a moment to think about it, I decided to donate a portion to a local animal shelter that I've been wanting to help out – they're doing some amazing work in our community, and it feels like a great opportunity to make a difference. I'm planning to donate about half of the bonus to them, which should really help out their efforts. It's a small way to give back, but it feels like a great way to show my appreciation for the company's generosity.",-141.0,-131.0,-117.0,-138.0,-10.0,21.0,3.1,0.9568927450589139,True
US_adapter,US,USA,US_0183,patience,"A conservation organization you support will use your donated time to restore a small woodland area in one year, or if you commit to volunteering for two years, they will undertake a much larger habitat restoration project.","I’ll sign up for the two-year commitment. The bigger project will make a lasting difference, and the extra year is worth the wait—good things take time, and this way, we ensure the habitat thrives for decades.","I’ll go with the one-year option. I’d rather see results now and know my time made an immediate impact. If the project’s successful, maybe I’ll reconsider later, but I don’t want to lock myself into something that far out.","I'd be happy to commit to volunteering for two years, as I believe the long-term impact of restoring a larger habitat will have a more significant and lasting effect on the local ecosystem, and I'm excited to be a part of that process. I'm confident that with my time and support, we can make a real difference in preserving biodiversity and creating a healthy environment for the community to enjoy. I'm looking forward to working with the organization to bring this project to life.",-125.0,-132.0,-114.0,-168.0,7.0,54.0,4.7,0.990986701347152,True
US_adapter,US,USA,US_0049,altruism,"You receive your monthly paycheck and notice you have a small surplus after covering all your bills and expenses. A local food bank you have donated to before sends you an email asking for support. Do you make a donation this month, and if so, how much of your surplus do you give?","I decide to donate about 30% of the surplus to the food bank. It feels good to support a cause I believe in, especially since they’ve helped so many in the community. I’ll keep the rest for savings, but giving back always feels like the right choice when I can afford it.","I hold off on donating this month and put the entire surplus into my emergency fund. While I appreciate the food bank’s work, I’ve got my own financial goals to prioritize right now. Maybe next month, if I have extra, I’ll consider giving a smaller amount.","I'm happy to make a donation to the local food bank this month - it's a cause that's really close to my heart, and their work in the community makes a tangible difference in people's lives. I'd like to give about 20% of my surplus, which should be around $50, and I'll also consider setting up a recurring monthly donation to help them plan and budget for the year ahead.",-106.0,-112.0,-99.5,-139.0,6.0,39.5,3.35,0.9661048358408219,True
US_adapter,US,USA,US_0194,risktaking,You agreed to invest a portion of your savings in a new local business venture. The business owner then reveals there is slightly more competition in the market than first mentioned. Do you maintain your original commitment or pull back?,"I’ll stick with the original plan. The extra competition just means we’ll have to work a little harder—it doesn’t change the core opportunity. I’ve already done the research, and I trust the owner’s ability to adapt. Pulling out now would feel like leaving money on the table without giving it a real shot.","I think I need to step back and reassess. The new information changes the risk profile, and I didn’t sign up for this level of uncertainty. I’d rather wait until the owner can show a clearer path to standing out in the market before committing more of my savings.","I'm still fully confident in the business owner's vision and the potential for the venture to succeed, so I think I'll stick to our original agreement – the extra competition might actually push us to be more creative and innovative in our approach, and I'm eager to see how we can adapt and grow. That being said, I appreciate the owner's honesty in sharing this new information, which will help us make informed decisions going forward. Overall, I believe our partnership has a strong foundation, and I'm happy to move forward together.",-170.0,-96.5,-167.0,-124.5,-73.5,-42.5,3.1,0.9568927450589139,True
